"","Source","Target","Weight"
"7","britain","7","0.00521266222765412"
"7","rare","7","0.00502666905096591"
"7","persons","7","0.00484067587427769"
"7","gift","7","0.00484067587427769"
"7","dian","7","0.00484067587427769"
"7","choose","7","0.00465468269758948"
"7","companion","7","0.00446868952090126"
"7","estate","7","0.00446868952090126"
"7","piece","7","0.00428269634421305"
"7","apollo","7","0.00428269634421305"
"7","chaste","7","0.00409670316752484"
"7","keeping","7","0.00409670316752484"
"7","term","7","0.00391070999083662"
"7","oracle","7","0.00391070999083662"
"7","silver","7","0.0037247168141484"
"7","learned","7","0.0037247168141484"
"7","dramatis","7","0.0037247168141484"
"7","personae","7","0.0037247168141484"
"7","temple","7","0.00353872363746019"
"7","banquet","7","0.00335273046077198"
"7","dame","7","0.00335273046077198"
"7","accept","7","0.00335273046077198"
"7","fairest","7","0.00316673728408376"
"7","silent","7","0.00316673728408376"
"7","dower","7","0.00316673728408376"
"7","debts","7","0.00316673728408376"
"7","sooner","7","0.00298074410739555"
"7","beggar","7","0.00298074410739555"
"7","contract","7","0.00298074410739555"
"7","trifles","7","0.00279475093070733"
"7","clear","7","0.00279475093070733"
"8","eyes","8","0.0349656762619086"
"8","eye","8","0.0227371613635555"
"8","face","8","0.0216954730573995"
"8","light","8","0.0143583641183876"
"8","fire","8","0.0139054561591893"
"8","beauty","8","0.0127278954652739"
"8","high","8","0.012682604669354"
"8","sun","8","0.011640916363198"
"8","proud","8","0.0106445188529618"
"8","kiss","8","0.0103727740774429"
"8","ear","8","0.00969341213864549"
"8","air","8","0.00905934099576792"
"8","sin","8","0.00842526985289035"
"8","praise","8","0.00774590791409295"
"8","lips","8","0.00770061711817312"
"8","red","8","0.00742887234265416"
"8","white","8","0.00693067358753607"
"8","pale","8","0.00688538279161625"
"8","hours","8","0.00670421960793694"
"8","days","8","0.00570782209770076"
"8","short","8","0.00539078652626197"
"8","shows","8","0.00520962334258267"
"8","rich","8","0.00480200617930423"
"8","golden","8","0.00462084299562492"
"8","blow","8","0.00462084299562492"
"8","change","8","0.00453026140378527"
"8","colour","8","0.00453026140378527"
"8","move","8","0.00443967981194562"
"8","pure","8","0.00430380742418614"
"8","moon","8","0.00430380742418614"
"8","view","8","0.00425851662826631"
"8","birth","8","0.00421322583234649"
"8","weary","8","0.00416793503642666"
"8","blind","8","0.00412264424050683"
"8","dark","8","0.00407735344458701"
"8","summer","8","0.00403206264866718"
"8","round","8","0.00394148105682753"
"8","fresh","8","0.00385089946498787"
"8","brow","8","0.00380560866906805"
"8","rose","8","0.00380560866906805"
"8","cheek","8","0.00380560866906805"
"8","bright","8","0.00380560866906805"
"8","blessed","8","0.00376031787314822"
"8","shadow","8","0.0037150270772284"
"8","stars","8","0.0037150270772284"
"8","neck","8","0.00366973628130857"
"8","bow","8","0.00366973628130857"
"8","green","8","0.00362444548538874"
"8","precious","8","0.00357915468946892"
"8","brain","8","0.00353386389354909"
"9","god","9","0.0210652971036866"
"9","fellow","9","0.0188328382100953"
"9","knave","9","0.0146591107133811"
"9","hang","9","0.0131060958308828"
"9","faith","9","0.0121354615293213"
"9","sirrah","9","0.0110677637976037"
"9","hostess","9","0.0110677637976037"
"9","horse","9","0.0108736369372914"
"9","money","9","0.010582446646823"
"9","drink","9","0.00941768548494925"
"9","marry","9","0.00902943176432468"
"9","chief","9","0.00902943176432468"
"9","ass","9","0.00893236833416853"
"9","worship","9","0.00815586089291937"
"9","rogue","9","0.00786467060245094"
"9","dog","9","0.00757348031198251"
"9","drunk","9","0.0058263385691719"
"9","rascal","9","0.00572927513901576"
"9","knight","9","0.00563221170885962"
"9","sack","9","0.00563221170885962"
"9","humour","9","0.00543808484854733"
"9","cap","9","0.00534102141839118"
"9","silence","9","0.00524395798823504"
"9","gown","9","0.00524395798823504"
"9","doll","9","0.00514689455807889"
"9","year","9","0.00504983112792275"
"9","fat","9","0.00504983112792275"
"9","wine","9","0.0049527676977666"
"9","tailor","9","0.00485570426761046"
"9","beard","9","0.00466157740729817"
"9","purse","9","0.00456451397714203"
"9","nose","9","0.00437038711682974"
"9","knaves","9","0.00417626025651745"
"9","hal","9","0.00417626025651745"
"9","wear","9","0.00398213339620516"
"9","dish","9","0.00398213339620516"
"9","whoreson","9","0.00388506996604901"
"9","apparel","9","0.00378800653589287"
"9","cup","9","0.00378800653589287"
"9","book","9","0.00359387967558058"
"9","trade","9","0.00349681624542443"
"9","prick","9","0.00330268938511215"
"9","troth","9","0.003205625954956"
"9","excellent","9","0.00310856252479986"
"9","trick","9","0.00310856252479986"
"9","fifty","9","0.00310856252479986"
"9","fox","9","0.00301149909464371"
"9","hanged","9","0.00301149909464371"
"9","wisely","9","0.00301149909464371"
"9","mend","9","0.00291443566448757"
"10","sea","10","0.0409159580225764"
"10","land","10","0.0143023210970475"
"10","monster","10","0.0127626892087938"
"10","shore","10","0.0125427417961861"
"10","ship","10","0.0110031099079324"
"10","sail","10","0.00748395130620953"
"10","fisherman","10","0.00748395130620953"
"10","strange","10","0.00726400389360185"
"10","wind","10","0.00704405648099418"
"10","tempest","10","0.00704405648099418"
"10","drown","10","0.0068241090683865"
"10","tyre","10","0.0068241090683865"
"10","winds","10","0.00638421424317115"
"10","island","10","0.00638421424317115"
"10","storm","10","0.00528447718013276"
"10","sailor","10","0.00528447718013276"
"10","seas","10","0.00506452976752508"
"10","wrack","10","0.00506452976752508"
"10","naples","10","0.00506452976752508"
"10","tarsus","10","0.00506452976752508"
"10","milan","10","0.00484458235491741"
"10","brave","10","0.00484458235491741"
"10","aboard","10","0.00484458235491741"
"10","prithee","10","0.00484458235491741"
"10","isle","10","0.00484458235491741"
"10","heavens","10","0.00462463494230973"
"10","monstrous","10","0.00462463494230973"
"10","fish","10","0.00440468752970205"
"10","spirits","10","0.00440468752970205"
"10","sailors","10","0.00440468752970205"
"10","thunder","10","0.00418474011709438"
"10","sails","10","0.0039647927044867"
"10","hark","10","0.0039647927044867"
"10","ships","10","0.0039647927044867"
"10","cell","10","0.0039647927044867"
"10","fleet","10","0.00374484529187902"
"10","vessel","10","0.00374484529187902"
"10","waters","10","0.00374484529187902"
"10","coast","10","0.00374484529187902"
"10","fresh","10","0.00352489787927135"
"10","deck","10","0.00352489787927135"
"10","elements","10","0.00352489787927135"
"10","shores","10","0.00352489787927135"
"10","gods","10","0.00330495046666367"
"10","mytilene","10","0.00330495046666367"
"10","governor","10","0.00308500305405599"
"10","rock","10","0.00308500305405599"
"10","invisible","10","0.00286505564144832"
"10","bottle","10","0.00286505564144832"
"10","loss","10","0.00286505564144832"
"11","make","11","0.036138916277863"
"11","give","11","0.0291707186557799"
"11","great","11","0.0198588629746178"
"11","made","11","0.01801741735677"
"11","honour","11","0.0148367385623056"
"11","world","11","0.0147321109703824"
"11","leave","11","0.0144391537129976"
"11","stand","11","0.0126814101686883"
"11","noble","11","0.0110910707714561"
"11","madam","11","0.010756262477302"
"11","put","11","0.010526081775071"
"11","place","11","0.0102749755544554"
"11","friends","11","0.0083707533814537"
"11","thought","11","0.00834982786306907"
"11","fortune","11","0.00788946645860712"
"11","grace","11","0.00774298782991468"
"11","hope","11","0.00774298782991468"
"11","state","11","0.00688504157614469"
"11","follow","11","0.00680133950260615"
"11","pardon","11","0.00650838224522128"
"11","power","11","0.0062782015429903"
"11","father","11","0.00625727602460567"
"11","kind","11","0.00600616980399006"
"11","lost","11","0.00583876565691299"
"11","thoughts","11","0.00554580839952811"
"11","court","11","0.00552488288114348"
"11","left","11","0.00542025528922031"
"11","present","11","0.00537840425245104"
"11","return","11","0.00521100010537397"
"11","desire","11","0.00500174492152763"
"11","found","11","0.00489711732960446"
"11","business","11","0.00477156421929666"
"11","beseech","11","0.00477156421929666"
"11","save","11","0.00475063870091202"
"11","service","11","0.00458323455383495"
"11","dare","11","0.00458323455383495"
"11","lose","11","0.00449953248029641"
"11","age","11","0.00443675592514251"
"11","happy","11","0.00437397936998861"
"11","brought","11","0.00435305385160398"
"11","loves","11","0.00429027729645007"
"11","late","11","0.00429027729645007"
"11","born","11","0.00426935177806544"
"11","joy","11","0.0041856497045269"
"11","comfort","11","0.00408102211260373"
"11","free","11","0.00401824555744983"
"11","pleasure","11","0.0039973200390652"
"11","women","11","0.00391361796552666"
"11","doubt","11","0.00382991589198813"
"11","son","11","0.00380899037360349"
"12","english","12","0.0216650454047687"
"12","england","12","0.0143107262596167"
"12","majesty","12","0.0102249934011989"
"12","princes","12","0.00695640711446462"
"12","welsh","12","0.00695640711446462"
"12","ransom","12","0.00654783382862285"
"12","herald","12","0.00573068725693929"
"12","il","12","0.00573068725693929"
"12","leek","12","0.00532211397109751"
"12","teach","12","0.00450496739941395"
"12","mock","12","0.00409639411357217"
"12","pour","12","0.00409639411357217"
"12","glendower","12","0.00409639411357217"
"12","harfleur","12","0.00409639411357217"
"12","madame","12","0.00409639411357217"
"12","en","12","0.00368782082773039"
"12","parts","12","0.00368782082773039"
"12","dieu","12","0.00368782082773039"
"12","votre","12","0.00368782082773039"
"12","monmouth","12","0.00368782082773039"
"12","moi","12","0.00368782082773039"
"12","elbow","12","0.00327924754188861"
"12","nails","12","0.00327924754188861"
"12","isabel","12","0.00327924754188861"
"12","dat","12","0.00327924754188861"
"12","knights","12","0.00327924754188861"
"12","aunchient","12","0.00327924754188861"
"12","fathers","12","0.00287067425604683"
"12","hand","12","0.00287067425604683"
"12","naked","12","0.00287067425604683"
"12","mines","12","0.00287067425604683"
"12","ma","12","0.00287067425604683"
"12","disciplines","12","0.00287067425604683"
"12","ish","12","0.00287067425604683"
"12","fingres","12","0.00287067425604683"
"12","seigneur","12","0.00287067425604683"
"12","buy","12","0.00246210097020505"
"12","thrice","12","0.00246210097020505"
"12","river","12","0.00246210097020505"
"12","breach","12","0.00246210097020505"
"12","oui","12","0.00246210097020505"
"12","agincourt","12","0.00246210097020505"
"12","gud","12","0.00246210097020505"
"12","chrish","12","0.00246210097020505"
"12","sall","12","0.00246210097020505"
"12","pridge","12","0.00246210097020505"
"12","soldier","12","0.00205352768436327"
"12","bridge","12","0.00205352768436327"
"12","mountain","12","0.00205352768436327"
"12","bodies","12","0.00205352768436327"
"13","witch","13","0.0237393519157235"
"13","hail","13","0.00873346116975528"
"13","lust","13","0.00873346116975528"
"13","thane","13","0.00873346116975528"
"13","castle","13","0.00768653855957146"
"13","cawdor","13","0.00733756435617685"
"13","scotland","13","0.00698859015278224"
"13","thunder","13","0.00663961594938763"
"13","hair","13","0.00629064174599302"
"13","gentlewoman","13","0.00594166754259841"
"13","report","13","0.00594166754259841"
"13","storm","13","0.00594166754259841"
"13","drown","13","0.00594166754259841"
"13","double","13","0.0055926933392038"
"13","wood","13","0.0055926933392038"
"13","thieves","13","0.0055926933392038"
"13","legs","13","0.00489474493241458"
"13","whore","13","0.00489474493241458"
"13","rises","13","0.00454577072901997"
"13","continues","13","0.00454577072901997"
"13","drum","13","0.00419679652562537"
"13","rain","13","0.00419679652562537"
"13","mankind","13","0.00419679652562537"
"13","mingle","13","0.00419679652562537"
"13","dunsinane","13","0.00419679652562537"
"13","bandit","13","0.00419679652562537"
"13","thick","13","0.00349884811883615"
"13","witches","13","0.00349884811883615"
"13","england","13","0.00349884811883615"
"13","line","13","0.00349884811883615"
"13","sides","13","0.00314987391544154"
"13","damn","13","0.00314987391544154"
"13","dst","13","0.00314987391544154"
"13","birnam","13","0.00314987391544154"
"13","root","13","0.00280089971204693"
"13","sons","13","0.00280089971204693"
"13","fife","13","0.00280089971204693"
"13","ride","13","0.00280089971204693"
"13","charm","13","0.00280089971204693"
"13","pour","13","0.00280089971204693"
"13","bald","13","0.00280089971204693"
"13","heath","13","0.00280089971204693"
"13","caldron","13","0.00280089971204693"
"13","glamis","13","0.00280089971204693"
"13","horse","13","0.00245192550865232"
"13","idleness","13","0.00245192550865232"
"13","sisters","13","0.00245192550865232"
"13","whores","13","0.00245192550865232"
"13","rebel","13","0.00245192550865232"
"13","horrid","13","0.00245192550865232"
"14","hero","14","0.0341924465953506"
"14","god","14","0.0339189641123023"
"14","signior","14","0.0273553845191439"
"14","marry","14","0.0205183224429372"
"14","watch","14","0.0150486727819719"
"14","don","14","0.0134077778836823"
"14","cousin","14","0.0123138479514892"
"14","married","14","0.0112199180192961"
"14","padua","14","0.0103994705701513"
"14","father","14","0.00985250560405478"
"14","count","14","0.00957902312100651"
"14","maid","14","0.00957902312100651"
"14","marriage","14","0.00875857567186171"
"14","musician","14","0.00848509318881344"
"14","fashion","14","0.0079381282227169"
"14","fool","14","0.00766464573966864"
"14","church","14","0.00657071580747557"
"14","withal","14","0.0062972333244273"
"14","knock","14","0.0062972333244273"
"14","husband","14","0.00575026835833077"
"14","read","14","0.00575026835833077"
"14","masters","14","0.00575026835833077"
"14","sister","14","0.00492982090918596"
"14","ursula","14","0.0046563384261377"
"14","niece","14","0.00438285594308943"
"14","curst","14","0.00438285594308943"
"14","wedding","14","0.00438285594308943"
"14","chamber","14","0.00438285594308943"
"14","uncle","14","0.00410937346004116"
"14","neighbour","14","0.00410937346004116"
"14","pisa","14","0.00410937346004116"
"14","window","14","0.00383589097699289"
"14","wed","14","0.00383589097699289"
"14","bride","14","0.00383589097699289"
"14","priest","14","0.00328892601089636"
"14","hic","14","0.00328892601089636"
"14","joy","14","0.00301544352784809"
"14","books","14","0.00301544352784809"
"14","write","14","0.00301544352784809"
"14","wronged","14","0.00301544352784809"
"14","surely","14","0.00301544352784809"
"14","commodity","14","0.00301544352784809"
"14","dowry","14","0.00301544352784809"
"14","verona","14","0.00301544352784809"
"14","verges","14","0.00274196104479982"
"14","pleasant","14","0.00274196104479982"
"14","moral","14","0.00274196104479982"
"14","counterfeit","14","0.00274196104479982"
"14","scholar","14","0.00274196104479982"
"14","assurance","14","0.00274196104479982"
"15","friend","15","0.0094685800071774"
"15","woman","15","0.00624702219381309"
"15","men","15","0.00604567483047782"
"15","gods","15","0.00503893801380148"
"15","hold","15","0.00463624328713094"
"15","sister","15","0.00463624328713094"
"15","fall","15","0.0042335485604604"
"15","bring","15","0.0042335485604604"
"15","true","15","0.00403220119712513"
"15","prison","15","0.00403220119712513"
"15","schoolmaster","15","0.00403220119712513"
"15","set","15","0.00383085383378986"
"15","pitty","15","0.00383085383378986"
"15","heard","15","0.00362950647045459"
"15","alas","15","0.00342815910711932"
"15","farewell","15","0.00342815910711932"
"15","heare","15","0.00342815910711932"
"15","poore","15","0.00342815910711932"
"15","yong","15","0.00342815910711932"
"15","looke","15","0.00322681174378405"
"15","cry","15","0.00302546438044878"
"15","thing","15","0.00302546438044878"
"15","loose","15","0.00302546438044878"
"15","knights","15","0.00302546438044878"
"15","feare","15","0.00302546438044878"
"15","soule","15","0.00302546438044878"
"15","faith","15","0.00282411701711351"
"15","mad","15","0.00282411701711351"
"15","keepe","15","0.00282411701711351"
"15","thebs","15","0.00282411701711351"
"15","wee","15","0.00282411701711351"
"15","love","15","0.00262276965377824"
"15","sing","15","0.00262276965377824"
"15","speake","15","0.00262276965377824"
"15","vpon","15","0.00262276965377824"
"15","shee","15","0.00262276965377824"
"15","boyes","15","0.00262276965377824"
"15","messenger","15","0.00242142229044297"
"15","cornets","15","0.00242142229044297"
"15","florish","15","0.00242142229044297"
"15","seene","15","0.00242142229044297"
"15","hee","15","0.00242142229044297"
"15","brave","15","0.0022200749271077"
"15","flowers","15","0.0022200749271077"
"15","lets","15","0.0022200749271077"
"15","wench","15","0.0022200749271077"
"15","sleepe","15","0.0022200749271077"
"15","hipolita","15","0.0022200749271077"
"15","armes","15","0.0022200749271077"
"15","run","15","0.00201872756377243"
"16","poet","16","0.0227555242349958"
"16","painter","16","0.0189644357131439"
"16","knight","16","0.0165519248356018"
"16","gods","16","0.0137947695469823"
"16","grecian","16","0.0113822586694402"
"16","niece","16","0.0106929698472853"
"16","glove","16","0.0103483254362079"
"16","tent","16","0.0103483254362079"
"16","greeks","16","0.00965903661405297"
"16","greek","16","0.00931439220297552"
"16","challenge","16","0.00862510338082064"
"16","trojan","16","0.00862510338082064"
"16","athenian","16","0.00793581455866575"
"16","jove","16","0.0075911701475883"
"16","knights","16","0.00724652573651086"
"16","greece","16","0.00690188132543342"
"16","sleeve","16","0.00621259250327853"
"16","antenor","16","0.00586794809220109"
