"","Source","Target","Weight"
"16","princes","16","0.00552330368112364"
"16","brave","16","0.00552330368112364"
"16","passes","16","0.00483401485896876"
"16","troyan","16","0.00483401485896876"
"16","unarm","16","0.00448937044789131"
"16","hecuba","16","0.00448937044789131"
"16","pyrrhus","16","0.00448937044789131"
"16","jeweller","16","0.00414472603681387"
"16","opinion","16","0.00380008162573643"
"16","crowns","16","0.00380008162573643"
"16","device","16","0.00380008162573643"
"16","whore","16","0.00345543721465898"
"16","tents","16","0.00311079280358154"
"16","greekish","16","0.00311079280358154"
"16","troyans","16","0.00311079280358154"
"16","moral","16","0.00276614839250409"
"16","lechery","16","0.00276614839250409"
"16","travail","16","0.00276614839250409"
"16","bone","16","0.00276614839250409"
"16","ilion","16","0.00276614839250409"
"16","top","16","0.00242150398142665"
"16","odd","16","0.00242150398142665"
"16","lo","16","0.00242150398142665"
"16","slipp","16","0.00242150398142665"
"16","sons","16","0.00207685957034921"
"16","picture","16","0.00207685957034921"
"16","drawing","16","0.00207685957034921"
"16","crows","16","0.00207685957034921"
"16","admirable","16","0.00207685957034921"
"16","commends","16","0.00207685957034921"
"16","kin","16","0.00207685957034921"
"16","guide","16","0.00207685957034921"
"17","true","17","0.0365165093829388"
"17","heaven","17","0.0305794179082664"
"17","wife","17","0.0236602511520691"
"17","words","17","0.019419471527303"
"17","answer","17","0.018526675816826"
"17","thing","17","0.0173214016076819"
"17","woman","17","0.0166518048248241"
"17","matter","17","0.0161607671840617"
"17","truth","17","0.015178691902537"
"17","false","17","0.0137502187657737"
"17","honest","17","0.0131699015539636"
"17","husband","17","0.0125449445566296"
"17","swear","17","0.0117414284172003"
"17","prove","17","0.011518229489581"
"17","devil","17","0.0108039929211993"
"17","villain","17","0.0108039929211993"
"17","law","17","0.0104468746370085"
"17","alas","17","0.0102236757093893"
"17","gave","17","0.0102236757093893"
"17","charge","17","0.00933087999891219"
"17","virtue","17","0.00915232085681678"
"17","ring","17","0.00861664343053054"
"17","cry","17","0.00857200364500668"
"17","mercy","17","0.00839344450291127"
"17","bound","17","0.00830416493186356"
"17","marry","17","0.00790240686214888"
"17","fault","17","0.00785776707662503"
"17","bed","17","0.00785776707662503"
"17","work","17","0.00785776707662503"
"17","read","17","0.00732208965033879"
"17","suit","17","0.00642929393986172"
"17","confess","17","0.00629537458329016"
"17","deny","17","0.00620609501224246"
"17","office","17","0.00598289608462319"
"17","sworn","17","0.00589361651357548"
"17","sister","17","0.00567041758595622"
"17","sense","17","0.00567041758595622"
"17","witness","17","0.00562577780043236"
"17","grant","17","0.00504546058862227"
"17","offence","17","0.0047329820899553"
"17","dangerous","17","0.0047329820899553"
"17","faults","17","0.00459906273338374"
"17","hurt","17","0.00446514337681218"
"17","child","17","0.00442050359128832"
"17","foolish","17","0.00437586380576447"
"17","prison","17","0.00410802509262135"
"17","honesty","17","0.00401874552157365"
"17","forgot","17","0.00397410573604979"
"17","obey","17","0.00388482616500209"
"17","manner","17","0.00370626702290667"
"18","fool","18","0.0699221494054386"
"18","shepherd","18","0.0304886498180021"
"18","forest","18","0.0123444015415742"
"18","sister","18","0.0111347849898123"
"18","sheep","18","0.0104090150587552"
"18","daughters","18","0.00871555188628862"
"18","senior","18","0.00847362857593625"
"18","beard","18","0.00726401202417439"
"18","bohemia","18","0.00726401202417439"
"18","buy","18","0.00702208871382202"
"18","wits","18","0.00678016540346965"
"18","fools","18","0.00653824209311728"
"18","monsieur","18","0.00557054885170779"
"18","hey","18","0.00557054885170779"
"18","wise","18","0.00532862554135542"
"18","food","18","0.00508670223100305"
"18","fiend","18","0.00508670223100305"
"18","winter","18","0.00484477892065068"
"18","albany","18","0.00484477892065068"
"18","cut","18","0.00460285561029831"
"18","song","18","0.00436093229994594"
"18","sings","18","0.00436093229994594"
"18","verses","18","0.00436093229994594"
"18","land","18","0.00436093229994594"
"18","oswald","18","0.00436093229994594"
"18","ballad","18","0.00411900898959356"
"18","nuncle","18","0.00411900898959356"
"18","called","18","0.00387708567924119"
"18","topas","18","0.00363516236888882"
"18","dover","18","0.00363516236888882"
"18","folly","18","0.00339323905853645"
"18","manners","18","0.00339323905853645"
"18","sisters","18","0.00339323905853645"
"18","courtier","18","0.00339323905853645"
"18","rowland","18","0.00339323905853645"
"18","skull","18","0.00339323905853645"
"18","disposition","18","0.00315131574818408"
"18","tree","18","0.00315131574818408"
"18","lt","18","0.00315131574818408"
"18","knights","18","0.00315131574818408"
"18","wast","18","0.00290939243783171"
"18","gods","18","0.00290939243783171"
"18","nonny","18","0.00290939243783171"
"18","motley","18","0.00290939243783171"
"18","prosper","18","0.00290939243783171"
"18","weather","18","0.00266746912747934"
"18","whipped","18","0.00266746912747934"
"18","crowns","18","0.00266746912747934"
"18","middle","18","0.00266746912747934"
"18","country","18","0.00266746912747934"
"19","host","19","0.0350941244229053"
"19","mistress","19","0.0335346869800077"
"19","simple","19","0.0137818127033052"
"19","brook","19","0.0137818127033052"
"19","lion","19","0.0111827502984759"
"19","woman","19","0.01066293781751"
"19","hugh","19","0.0101431253365442"
"19","wall","19","0.00910350037461246"
"19","husband","19","0.00884359413412953"
"19","moon","19","0.00884359413412953"
"19","basket","19","0.00884359413412953"
"19","gar","19","0.00806387541268075"
"19","marry","19","0.00780396917219782"
"19","knight","19","0.00780396917219782"
"19","fairy","19","0.00780396917219782"
"19","windsor","19","0.00780396917219782"
"19","follow","19","0.00754406293171489"
"19","fairies","19","0.00754406293171489"
"19","willow","19","0.00650443796978318"
"19","green","19","0.00572471924833439"
"19","moonshine","19","0.00520490676736854"
"19","buck","19","0.00520490676736854"
"19","maid","19","0.00494500052688561"
"19","jealousy","19","0.00468509428640268"
"19","forsooth","19","0.00468509428640268"
"19","bully","19","0.00468509428640268"
"19","sing","19","0.00442518804591975"
"19","desire","19","0.00416528180543682"
"19","carry","19","0.00416528180543682"
"19","snout","19","0.00416528180543682"
"19","dat","19","0.00416528180543682"
"19","glad","19","0.00390537556495389"
"19","sings","19","0.00390537556495389"
"19","flute","19","0.00390537556495389"
"19","prologue","19","0.00390537556495389"
"19","knave","19","0.00364546932447097"
"19","philostrate","19","0.00364546932447097"
"19","horns","19","0.00338556308398804"
"19","desires","19","0.00338556308398804"
"19","hearts","19","0.00338556308398804"
"19","starveling","19","0.00338556308398804"
"19","fat","19","0.00338556308398804"
"19","search","19","0.00338556308398804"
"19","priest","19","0.00338556308398804"
"19","dog","19","0.00312565684350511"
"19","cuckold","19","0.00312565684350511"
"19","oak","19","0.00312565684350511"
"19","jealous","19","0.00312565684350511"
"19","white","19","0.00312565684350511"
"19","park","19","0.00286575060302218"
"20","countess","20","0.0404021995863362"
"20","widow","20","0.0178566951605762"
"20","count","20","0.00908899899500287"
"20","serve","20","0.00908899899500287"
"20","majesty","20","0.0084627349831762"
"20","drum","20","0.00814960297726287"
"20","rousillon","20","0.00814960297726287"
"20","study","20","0.0075233389654362"
"20","maid","20","0.0075233389654362"
"20","florence","20","0.00721020695952287"
"20","virginity","20","0.00689707495360953"
"20","hit","20","0.00595767893586953"
"20","park","20","0.00595767893586953"
"20","monsieur","20","0.00533141492404286"
"20","vain","20","0.00533141492404286"
"20","judas","20","0.00501828291812953"
"20","navarre","20","0.00501828291812953"
"20","envoy","20","0.00501828291812953"
"20","worthies","20","0.00470515091221619"
"20","praise","20","0.00439201890630286"
"20","greatest","20","0.00439201890630286"
"20","whipped","20","0.00407888690038953"
"20","virgin","20","0.00407888690038953"
"20","dumain","20","0.00407888690038953"
"20","humble","20","0.00376575489447619"
"20","hercules","20","0.00376575489447619"
"20","pretty","20","0.00376575489447619"
"20","oaths","20","0.00376575489447619"
"20","deer","20","0.00376575489447619"
"20","demand","20","0.00376575489447619"
"20","melancholy","20","0.00345262288856286"
"20","remuneration","20","0.00345262288856286"
"20","joan","20","0.00345262288856286"
"20","buy","20","0.00313949088264953"
"20","knave","20","0.00313949088264953"
"20","swain","20","0.00313949088264953"
"20","courtier","20","0.00313949088264953"
"20","parson","20","0.00313949088264953"
"20","pilgrim","20","0.00313949088264953"
"20","sore","20","0.00282635887673619"
"20","gentlewoman","20","0.00251322687082286"
"20","sorrow","20","0.00251322687082286"
"20","horn","20","0.00251322687082286"
"20","pitch","20","0.00251322687082286"
"20","forester","20","0.00251322687082286"
"20","aquitaine","20","0.00251322687082286"
"20","ignorance","20","0.00251322687082286"
"20","ladyship","20","0.00220009486490953"
"20","pen","20","0.00220009486490953"
"20","shoot","20","0.00220009486490953"
"21","father","21","0.124910639774759"
"21","son","21","0.0896002625915752"
"21","mother","21","0.0605599523848443"
"21","nurse","21","0.0353146827164931"
"21","child","21","0.0280546051648104"
"21","sons","21","0.0227745487635866"
"21","young","21","0.0222795434759718"
"21","emperor","21","0.0150194659242891"
"21","god","21","0.012874443011292"
"21","heir","21","0.00808939189768289"
"21","empress","21","0.00808939189768289"
"21","brothers","21","0.0077593883726064"
"21","banished","21","0.00742938484752992"
"21","kneel","21","0.00643937427230046"
"21","uncle","21","0.00561436545960924"
"21","wounded","21","0.00511936017199451"
"21","followers","21","0.00511936017199451"
"21","grandam","21","0.00495435840945626"
"21","grandsire","21","0.00462435488437978"
"21","falconbridge","21","0.00445935312184153"
"21","kneels","21","0.00379934607168856"
"21","beget","21","0.00379934607168856"
"21","banishment","21","0.00363434430915031"
"21","joyful","21","0.00346934254661207"
"21","sole","21","0.00330434078407383"
"21","youngest","21","0.00297433725899734"
"21","tail","21","0.00297433725899734"
"21","aunt","21","0.0028093354964591"
"21","exile","21","0.0028093354964591"
"21","thursday","21","0.0028093354964591"
"21","rape","21","0.0028093354964591"
"21","imperial","21","0.00264433373392085"
"21","careful","21","0.00264433373392085"
"21","begot","21","0.00264433373392085"
"21","detested","21","0.00264433373392085"
"21","saturnine","21","0.00264433373392085"
"21","represented","21","0.00247933197138261"
"21","parents","21","0.00247933197138261"
"21","sorrows","21","0.00247933197138261"
"21","bride","21","0.00247933197138261"
"21","heinous","21","0.00247933197138261"
"21","privilege","21","0.00231433020884437"
"21","elder","21","0.00231433020884437"
"21","philosophy","21","0.00231433020884437"
"21","moor","21","0.00231433020884437"
"21","mercury","21","0.00231433020884437"
"21","niece","21","0.00214932844630612"
"21","den","21","0.00214932844630612"
"21","storm","21","0.00214932844630612"
"21","cords","21","0.00214932844630612"
"22","good","22","0.0554595624693714"
"22","man","22","0.0396141162117427"
"22","time","22","0.0218695184050763"
"22","men","22","0.018742632521307"
"22","day","22","0.0185891657294655"
"22","hear","22","0.017150414555952"
"22","pray","22","0.0149443294232313"
"22","call","22","0.0142153621619845"
"22","till","22","0.0128533443843917"
"22","bear","22","0.0109158261373935"
"22","house","22","0.0108390927414728"
"22","head","22","0.0104937924598296"
"22","part","22","0.0104170590639089"
"22","night","22","0.0103403256679882"
"22","find","22","0.0100142087353251"
"22","long","22","0.00966890845368185"
"22","word","22","0.00963054175572149"
"22","show","22","0.00947707496388005"
"22","friend","22","0.00907422463529627"
"22","stay","22","0.00895912454141519"
"22","set","22","0.00882484109855394"
"22","bring","22","0.00878647440059357"
"22","full","22","0.00869055765569268"
"22","ere","22","0.00738608992504044"
"22","mind","22","0.00729017318013954"
"22","morrow","22","0.00702160629441702"
"22","heard","22","0.00671467271073414"
"22","farewell","22","0.00669548936175396"
"22","things","22","0.00658038926787288"
"22","young","22","0.00652283922093234"
"22","home","22","0.00652283922093234"
"22","bid","22","0.00652283922093234"
"22","act","22","0.00631182238215036"
"22","lie","22","0.0061775389392891"
"22","meet","22","0.00611998889234856"
"22","news","22","0.0060816221943882"
"22","hour","22","0.00600488879846748"
"22","ill","22","0.0057938719596855"
"22","reason","22","0.00573632191274496"
"22","mistress","22","0.00554448842294317"
"22","mad","22","0.00508408804741885"
"22","means","22","0.00504572134945849"
"22","send","22","0.00494980460455759"
"22","told","22","0.00473878776577561"
"22","half","22","0.00470042106781525"
"22","seek","22","0.00456613762495399"
"22","talk","22","0.00450858757801345"
"22","room","22","0.00447022088005309"
"22","remember","22","0.00441267083311255"
"22","care","22","0.00439348748413237"
"23","night","23","0.0660021199193065"
"23","sleep","23","0.0354889221571019"
"23","bed","23","0.0253749970561464"
"23","murderer","23","0.0226322377067347"
"23","watch","23","0.0171467190079114"
"23","dream","23","0.0157753393332056"
"23","music","23","0.0152610719551909"
"23","murder","23","0.014575382117838"
"23","ghost","23","0.0142325371991616"
"23","awake","23","0.00960413079702939"
"23","noise","23","0.0090898634190147"
"23","wake","23","0.00857559604100002"
"23","sleeps","23","0.0078899062036471"
"23","dreams","23","0.00703279390695596"
"23","chamber","23","0.00668994898827951"
"23","asleep","23","0.00634710406960305"
"23","wood","23","0.00617568161026482"
"23","knocking","23","0.00617568161026482"
"23","methought","23","0.00583283669158837"
"23","sleeping","23","0.00566141423225014"
"23","hark","23","0.00566141423225014"
"23","torch","23","0.00548999177291191"
"23","sings","23","0.00531856931357368"
"23","early","23","0.00531856931357368"
"23","fairy","23","0.004804301935559"
"23","waking","23","0.004804301935559"
"23","morning","23","0.00463287947622077"
"23","hounds","23","0.00463287947622077"
"23","worm","23","0.00411861209820608"
"23","murderers","23","0.00411861209820608"
"23","dew","23","0.00394718963886786"
"23","charm","23","0.00377576717952963"
"23","brain","23","0.0036043447201914"
"23","knock","23","0.0036043447201914"
"23","lark","23","0.00343292226085317"
"23","cock","23","0.00343292226085317"
"23","wak","23","0.00343292226085317"
"23","bell","23","0.00326149980151494"
"23","stol","23","0.00326149980151494"
"23","fares","23","0.00326149980151494"
"23","egeus","23","0.00309007734217671"
"23","repose","23","0.00309007734217671"
"23","midnight","23","0.00291865488283849"
"23","ghosts","23","0.00291865488283849"
"23","slumber","23","0.00291865488283849"
"23","ministers","23","0.00291865488283849"
"23","county","23","0.00291865488283849"
"23","musicians","23","0.00291865488283849"
"23","slept","23","0.00274723242350026"
"23","grove","23","0.00274723242350026"
"24","tears","24","0.0386028947626465"
"24","sorrow","24","0.0293917507637015"
"24","grief","24","0.0266137867005276"
"24","woe","24","0.0184261031459099"
"24","weep","24","0.0166715995270632"
"24","weeping","24","0.00994600232148436"
"24","woes","24","0.00877633324225325"
"24","knife","24","0.00716803825831048"
"24","sighs","24","0.00629078644888715"
"24","tarquin","24","0.00614457781398326"
"24","sad","24","0.00599836917907937"
"24","begins","24","0.00585216054417548"
"24","learn","24","0.00555974327436771"
"24","vain","24","0.00555974327436771"
"24","drown","24","0.00555974327436771"
"24","lust","24","0.00541353463946382"
"24","mild","24","0.00526732600455993"
"24","woeful","24","0.00512111736965604"
"24","weeps","24","0.00497490873475215"
"24","dry","24","0.00482870009984826"
"24","calm","24","0.00468249146494438"
"24","sorrows","24","0.00468249146494438"
"24","mountain","24","0.0043900741951366"
"24","wept","24","0.0043900741951366"
"24","cheeks","24","0.0043900741951366"
"24","signs","24","0.00409765692532882"
"24","hateful","24","0.00409765692532882"
"24","wail","24","0.00395144829042493"
"24","guilt","24","0.00395144829042493"
"24","hunt","24","0.00380523965552105"
"24","stain","24","0.00365903102061716"
"24","doom","24","0.00365903102061716"
"24","boar","24","0.00351282238571327"
"24","trespass","24","0.00351282238571327"
"24","groans","24","0.00336661375080938"
"24","torment","24","0.00322040511590549"
"24","strife","24","0.00322040511590549"
"24","deer","24","0.00322040511590549"
"24","distress","24","0.00322040511590549"
"24","forlorn","24","0.00322040511590549"
"24","collatine","24","0.00322040511590549"
"24","image","24","0.0030741964810016"
"24","untimely","24","0.0030741964810016"
"24","root","24","0.00292798784609772"
"24","bootless","24","0.00292798784609772"
"24","foes","24","0.00292798784609772"
"24","subtle","24","0.00292798784609772"
"24","adonis","24","0.00292798784609772"
"24","green","24","0.00278177921119383"
"24","feeling","24","0.00278177921119383"
"25","people","25","0.0250873523628002"
"25","gods","25","0.0238332184960653"
"25","messenger","25","0.0211457887816333"
"25","noble","25","0.0209666268006712"
"25","senator","25","0.0155917673718073"
"25","friends","25","0.0154126053908451"
"25","general","25","0.0148751194479587"
"25","senators","25","0.0121876897335268"
"25","guard","25","0.0120085277525647"
"25","country","25","0.00985858398101909"
"25","romans","25","0.00932109803813269"
"25","worthy","25","0.00896277407620843"
"25","power","25","0.00896277407620843"
"25","city","25","0.0087836120952463"
"25","wars","25","0.0087836120952463"
"25","egypt","25","0.0087836120952463"
"25","capitol","25","0.00806696417139778"
"25","voices","25","0.00752947822851139"
"25","war","25","0.00735031624754926"
"25","mark","25","0.00735031624754926"
"25","senate","25","0.00717115426658713"
"25","lieutenant","25","0.00609618238081435"
"25","common","25","0.00573785841889009"
"25","fourth","25","0.00573785841889009"
"25","cyprus","25","0.00555869643792795"
"25","consul","25","0.00555869643792795"
"25","hearts","25","0.00502121049504156"
"25","wounds","25","0.00502121049504156"
"25","hate","25","0.00502121049504156"
"25","report","25","0.0046628865331173"
"25","noise","25","0.0046628865331173"
"25","officer","25","0.00448372455215517"
"25","alexandria","25","0.00448372455215517"
"25","soldier","25","0.00430456257119304"
"25","streets","25","0.00430456257119304"
"25","work","25","0.00430456257119304"
"25","volsces","25","0.00430456257119304"
"25","read","25","0.00412540059023091"
"25","honours","25","0.00412540059023091"
"25","patricians","25","0.00412540059023091"
"25","corioli","25","0.00412540059023091"
"25","hail","25","0.00394623860926878"
"25","gates","25","0.00376707662830665"
"25","banish","25","0.00376707662830665"
"25","tribune","25","0.00358791464734452"
"25","wine","25","0.00340875266638239"
"25","masters","25","0.00322959068542026"
"25","market","25","0.00322959068542026"
"25","fulvia","25","0.00322959068542026"
"25","cry","25","0.00305042870445813"
